"initial_alias","converted_alias","name","description","namespace"
"CSTF2","ENSG00000101811","CSTF2","cleavage stimulation factor subunit 2 [Source:HGNC Symbol;Acc:HGNC:2484]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"TRMT2B","ENSG00000188917","TRMT2B","tRNA methyltransferase 2 homolog B [Source:HGNC Symbol;Acc:HGNC:25748]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CENPI","ENSG00000102384","CENPI","centromere protein I [Source:HGNC Symbol;Acc:HGNC:3968]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"TIMM8A1","None","None","None",""
"RPL36A","ENSG00000241343","RPL36A","ribosomal protein L36a [Source:HGNC Symbol;Acc:HGNC:10359]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"GLA","ENSG00000102393","GLA","galactosidase alpha [Source:HGNC Symbol;Acc:HGNC:4296]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"HNRNPH2","ENSG00000126945","HNRNPH2","heterogeneous nuclear ribonucleoprotein H2 [Source:HGNC Symbol;Acc:HGNC:5042]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ARMCX3","ENSG00000102401","ARMCX3","armadillo repeat containing X-linked 3 [Source:HGNC Symbol;Acc:HGNC:24065]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ARMCX2","ENSG00000184867","ARMCX2","armadillo repeat containing X-linked 2 [Source:HGNC Symbol;Acc:HGNC:16869]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ZMAT1","ENSG00000166432","ZMAT1","zinc finger matrin-type 1 [Source:HGNC Symbol;Acc:HGNC:29377]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ARMCX5","ENSG00000125962","ARMCX5","armadillo repeat containing X-linked 5 [Source:HGNC Symbol;Acc:HGNC:25772]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"GPRASP1","ENSG00000198932","GPRASP1","G protein-coupled receptor associated sorting protein 1 [Source:HGNC Symbol;Acc:HGNC:24834]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"BHLHB9","ENSG00000198908","GPRASP3","G protein-coupled receptor associated sorting protein family member 3 [Source:HGNC Symbol;Acc:HGNC:29353]","UNIPROT_GN"
"ARXES2","None","None","None",""
"TCEAL9","ENSG00000185222","TCEAL9","transcription elongation factor A like 9 [Source:HGNC Symbol;Acc:HGNC:30084]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"BEX3","ENSG00000166681","BEX3","brain expressed X-linked 3 [Source:HGNC Symbol;Acc:HGNC:13388]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MORF4L2","ENSG00000123562","MORF4L2","mortality factor 4 like 2 [Source:HGNC Symbol;Acc:HGNC:16849]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"TMSB15L","None","None","None",""
"TMSB15B1","None","None","None",""
"SLC25A53","ENSG00000269743","SLC25A53","solute carrier family 25 member 53 [Source:HGNC Symbol;Acc:HGNC:31894]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ZCCHC18","ENSG00000166707","ZCCHC18","zinc finger CCHC-type containing 18 [Source:HGNC Symbol;Acc:HGNC:32459]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"FAM199X","ENSG00000123575","FAM199X","family with sequence similarity 199, X-linked [Source:HGNC Symbol;Acc:HGNC:25195]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"TBC1D8B","ENSG00000133138","TBC1D8B","TBC1 domain family member 8B [Source:HGNC Symbol;Acc:HGNC:24715]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"GM15013","None","None","None",""
"RBM41","ENSG00000089682","RBM41","RNA binding motif protein 41 [Source:HGNC Symbol;Acc:HGNC:25617]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PRPS1","ENSG00000147224","PRPS1","phosphoribosyl pyrophosphate synthetase 1 [Source:HGNC Symbol;Acc:HGNC:9462]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"TSC22D3","ENSG00000157514","TSC22D3","TSC22 domain family member 3 [Source:HGNC Symbol;Acc:HGNC:3051]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PSMD10","ENSG00000101843","PSMD10","proteasome 26S subunit, non-ATPase 10 [Source:HGNC Symbol;Acc:HGNC:9555]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ATG4A","ENSG00000101844","ATG4A","autophagy related 4A cysteine peptidase [Source:HGNC Symbol;Acc:HGNC:16489]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"NXT2","ENSG00000101888","NXT2","nuclear transport factor 2 like export factor 2 [Source:HGNC Symbol;Acc:HGNC:18151]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ACSL4","ENSG00000068366","ACSL4","acyl-CoA synthetase long chain family member 4 [Source:HGNC Symbol;Acc:HGNC:3571]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"TMEM164","ENSG00000157600","TMEM164","transmembrane protein 164 [Source:HGNC Symbol;Acc:HGNC:26217]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"AMMECR1","ENSG00000101935","AMMECR1","AMMECR nuclear protein 1 [Source:HGNC Symbol;Acc:HGNC:467]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ALG13","ENSG00000101901","ALG13","ALG13 UDP-N-acetylglucosaminyltransferase subunit [Source:HGNC Symbol;Acc:HGNC:30881]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"TMEM29","None","None","None",""
"APEX2","ENSG00000169188","APEX2","apurinic/apyrimidinic endodeoxyribonuclease 2 [Source:HGNC Symbol;Acc:HGNC:17889]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"GNL3L","ENSG00000130119","GNL3L","G protein nucleolar 3 like [Source:HGNC Symbol;Acc:HGNC:25553]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"TSR2","ENSG00000158526","TSR2","TSR2 ribosome maturation factor [Source:HGNC Symbol;Acc:HGNC:25455]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PHF8","ENSG00000172943","PHF8","PHD finger protein 8 [Source:HGNC Symbol;Acc:HGNC:20672]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"HUWE1","ENSG00000086758","HUWE1","HECT, UBA and WWE domain containing E3 ubiquitin protein ligase 1 [Source:HGNC Symbol;Acc:HGNC:30892]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"HSD17B10","ENSG00000072506","HSD17B10","hydroxysteroid 17-beta dehydrogenase 10 [Source:HGNC Symbol;Acc:HGNC:4800]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"RIBC1","ENSG00000158423","RIBC1","RIB43A domain with coiled-coils 1 [Source:HGNC Symbol;Acc:HGNC:26537]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SMC1A","ENSG00000072501","SMC1A","structural maintenance of chromosomes 1A [Source:HGNC Symbol;Acc:HGNC:11111]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"KDM5C","ENSG00000126012","KDM5C","lysine demethylase 5C [Source:HGNC Symbol;Acc:HGNC:11114]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"TSPYL2","ENSG00000184205","TSPYL2","TSPY like 2 [Source:HGNC Symbol;Acc:HGNC:24358]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"UBQLN2","ENSG00000188021","UBQLN2","ubiquilin 2 [Source:HGNC Symbol;Acc:HGNC:12509]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"NBDY","ENSG00000204272","NBDY","negative regulator of P-body association [Source:HGNC Symbol;Acc:HGNC:50713]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SPIN2C","None","None","None",""
"SAT1","ENSG00000130066","SAT1","spermidine/spermine N1-acetyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:10540]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ACOT9","ENSG00000123130","ACOT9","acyl-CoA thioesterase 9 [Source:HGNC Symbol;Acc:HGNC:17152]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PRDX4","ENSG00000123131","PRDX4","peroxiredoxin 4 [Source:HGNC Symbol;Acc:HGNC:17169]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SMS","ENSG00000102172","SMS","spermine synthase [Source:HGNC Symbol;Acc:HGNC:11123]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MBTPS2","ENSG00000012174","MBTPS2","membrane bound transcription factor peptidase, site 2 [Source:HGNC Symbol;Acc:HGNC:15455]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"RPS6KA3","ENSG00000177189","RPS6KA3","ribosomal protein S6 kinase A3 [Source:HGNC Symbol;Acc:HGNC:10432]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"EIF1AX","ENSG00000173674","EIF1AX","eukaryotic translation initiation factor 1A X-linked [Source:HGNC Symbol;Acc:HGNC:3250]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"BCLAF3","ENSG00000173681","BCLAF3","BCLAF1 and THRAP3 family member 3 [Source:HGNC Symbol;Acc:HGNC:27413]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SH3KBP1","ENSG00000147010","SH3KBP1","SH3 domain containing kinase binding protein 1 [Source:HGNC Symbol;Acc:HGNC:13867]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PDHA1","ENSG00000131828","PDHA1","pyruvate dehydrogenase E1 subunit alpha 1 [Source:HGNC Symbol;Acc:HGNC:8806]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PHKA2","ENSG00000044446","PHKA2","phosphorylase kinase regulatory subunit alpha 2 [Source:HGNC Symbol;Acc:HGNC:8926]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"RBBP7","ENSG00000102054","RBBP7","RB binding protein 7, chromatin remodeling factor [Source:HGNC Symbol;Acc:HGNC:9890]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"TXLNG","ENSG00000086712","TXLNG","taxilin gamma [Source:HGNC Symbol;Acc:HGNC:18578]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SYAP1","ENSG00000169895","SYAP1","synapse associated protein 1 [Source:HGNC Symbol;Acc:HGNC:16273]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CTPS2","ENSG00000047230","CTPS2","CTP synthase 2 [Source:HGNC Symbol;Acc:HGNC:2520]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"AP1S2","ENSG00000182287","AP1S2","adaptor related protein complex 1 subunit sigma 2 [Source:HGNC Symbol;Acc:HGNC:560]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ZRSR2","ENSG00000169249","ZRSR2","zinc finger CCCH-type, RNA binding motif and serine/arginine rich 2 [Source:HGNC Symbol;Acc:HGNC:23019]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CAR5B","None","None","None",""
"SIAH1B","None","None","None",""
"PIGA","ENSG00000165195","PIGA","phosphatidylinositol glycan anchor biosynthesis class A [Source:HGNC Symbol;Acc:HGNC:8957]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MOSPD2","ENSG00000130150","MOSPD2","motile sperm domain containing 2 [Source:HGNC Symbol;Acc:HGNC:28381]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"FANCB","ENSG00000181544","FANCB","FA complementation group B [Source:HGNC Symbol;Acc:HGNC:3583]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"GEMIN8","ENSG00000046647","GEMIN8","gem nuclear organelle associated protein 8 [Source:HGNC Symbol;Acc:HGNC:26044]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"OFD1","ENSG00000046651","OFD1","OFD1 centriole and centriolar satellite protein [Source:HGNC Symbol;Acc:HGNC:2567]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"TRAPPC2","ENSG00000196459","TRAPPC2","trafficking protein particle complex subunit 2 [Source:HGNC Symbol;Acc:HGNC:23068]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"RAB9","None","None","None",""
"TCEANC","ENSG00000176896","TCEANC","transcription elongation factor A N-terminal and central domain containing [Source:HGNC Symbol;Acc:HGNC:28277]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"GM8817","None","None","None",""
"GM15232","None","None","None",""
"TMSB4X","ENSG00000205542","TMSB4X","thymosin beta 4 X-linked [Source:HGNC Symbol;Acc:HGNC:11881]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PRPS2","ENSG00000101911","PRPS2","phosphoribosyl pyrophosphate synthetase 2 [Source:HGNC Symbol;Acc:HGNC:9465]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MSL3","ENSG00000005302","MSL3","MSL complex subunit 3 [Source:HGNC Symbol;Acc:HGNC:7370]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"HCCS","ENSG00000004961","HCCS","holocytochrome c synthase [Source:HGNC Symbol;Acc:HGNC:4837]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MID1","ENSG00000101871","MID1","midline 1 [Source:HGNC Symbol;Acc:HGNC:7095]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"GM21887","None","None","None",""
"PEX2","ENSG00000164751","PEX2","peroxisomal biogenesis factor 2 [Source:HGNC Symbol;Acc:HGNC:9717]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"GM8797","None","None","None",""
"MRPS28","ENSG00000147586","MRPS28","mitochondrial ribosomal protein S28 [Source:HGNC Symbol;Acc:HGNC:14513]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"TPD52","ENSG00000076554","TPD52","tumor protein D52 [Source:HGNC Symbol;Acc:HGNC:12005]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PAG1","ENSG00000076641","PAG1","phosphoprotein membrane anchor with glycosphingolipid microdomains 1 [Source:HGNC Symbol;Acc:HGNC:30043]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"FABP5","ENSG00000164687","FABP5","fatty acid binding protein 5 [Source:HGNC Symbol;Acc:HGNC:3560]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"IMPA1","ENSG00000133731","IMPA1","inositol monophosphatase 1 [Source:HGNC Symbol;Acc:HGNC:6050]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ZFAND1","ENSG00000104231","ZFAND1","zinc finger AN1-type containing 1 [Source:HGNC Symbol;Acc:HGNC:25858]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SNX16","ENSG00000104497","SNX16","sorting nexin 16 [Source:HGNC Symbol;Acc:HGNC:14980]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"LRRCC1","ENSG00000133739","LRRCC1","leucine rich repeat and coiled-coil centrosomal protein 1 [Source:HGNC Symbol;Acc:HGNC:29373]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"E2F5","ENSG00000133740","E2F5","E2F transcription factor 5 [Source:HGNC Symbol;Acc:HGNC:3119]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"1810022K09RIK","None","None","None",""
"CAR2","None","None","None",""
"YTHDF3","ENSG00000185728","YTHDF3","YTH N6-methyladenosine RNA binding protein 3 [Source:HGNC Symbol;Acc:HGNC:26465]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ARMC1","ENSG00000104442","ARMC1","armadillo repeat containing 1 [Source:HGNC Symbol;Acc:HGNC:17684]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MTFR1","ENSG00000066855","MTFR1","mitochondrial fission regulator 1 [Source:HGNC Symbol;Acc:HGNC:29510]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PDE7A","ENSG00000205268","PDE7A","phosphodiesterase 7A [Source:HGNC Symbol;Acc:HGNC:8791]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"4632415L05RIK","None","None","None",""
"HPS3","ENSG00000163755","HPS3","HPS3 biogenesis of lysosomal organelles complex 2 subunit 1 [Source:HGNC Symbol;Acc:HGNC:15597]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"HLTF","ENSG00000071794","HLTF","helicase like transcription factor [Source:HGNC Symbol;Acc:HGNC:11099]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"GYG","None","None","None",""
"GM43672","None","None","None",""
"TBL1XR1","ENSG00000177565","TBL1XR1","TBL1X/Y related 1 [Source:HGNC Symbol;Acc:HGNC:29529]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ECT2","ENSG00000114346","ECT2","epithelial cell transforming 2 [Source:HGNC Symbol;Acc:HGNC:3155]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"NCEH1","ENSG00000144959","NCEH1","neutral cholesterol ester hydrolase 1 [Source:HGNC Symbol;Acc:HGNC:29260]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"TNFSF10","ENSG00000121858","TNFSF10","TNF superfamily member 10 [Source:HGNC Symbol;Acc:HGNC:11925]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"TNIK","ENSG00000154310","TNIK","TRAF2 and NCK interacting kinase [Source:HGNC Symbol;Acc:HGNC:30765]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"EIF5A2","ENSG00000163577","EIF5A2","eukaryotic translation initiation factor 5A2 [Source:HGNC Symbol;Acc:HGNC:3301]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"RPL22L1","ENSG00000163584","RPL22L1","ribosomal protein L22 like 1 [Source:HGNC Symbol;Acc:HGNC:27610]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MYNN","ENSG00000085274","MYNN","myoneurin [Source:HGNC Symbol;Acc:HGNC:14955]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SEC62","ENSG00000008952","SEC62","SEC62 homolog, preprotein translocation factor [Source:HGNC Symbol;Acc:HGNC:11846]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"GPR160","ENSG00000173890","GPR160","G protein-coupled receptor 160 [Source:HGNC Symbol;Acc:HGNC:23693]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PHC3","ENSG00000173889","PHC3","polyhomeotic homolog 3 [Source:HGNC Symbol;Acc:HGNC:15682]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PRKCI","ENSG00000163558","PRKCI","protein kinase C iota [Source:HGNC Symbol;Acc:HGNC:9404]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SKIL","ENSG00000136603","SKIL","SKI like proto-oncogene [Source:HGNC Symbol;Acc:HGNC:10897]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ZMAT3","ENSG00000172667","ZMAT3","zinc finger matrin-type 3 [Source:HGNC Symbol;Acc:HGNC:29983]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PIK3CA","ENSG00000121879","PIK3CA","phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit alpha [Source:HGNC Symbol;Acc:HGNC:8975]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ZFP639","None","None","None",""
"MFN1","ENSG00000171109","MFN1","mitofusin 1 [Source:HGNC Symbol;Acc:HGNC:18262]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"GNB4","ENSG00000114450","GNB4","G protein subunit beta 4 [Source:HGNC Symbol;Acc:HGNC:20731]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ACTL6A","ENSG00000136518","ACTL6A","actin like 6A [Source:HGNC Symbol;Acc:HGNC:24124]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MRPL47","ENSG00000136522","MRPL47","mitochondrial ribosomal protein L47 [Source:HGNC Symbol;Acc:HGNC:16652]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"NDUFB5","ENSG00000136521","NDUFB5","NADH:ubiquinone oxidoreductase subunit B5 [Source:HGNC Symbol;Acc:HGNC:7700]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"TTC14","ENSG00000163728","TTC14","tetratricopeptide repeat domain 14 [Source:HGNC Symbol;Acc:HGNC:24697]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"FXR1","ENSG00000114416","FXR1","FMR1 autosomal homolog 1 [Source:HGNC Symbol;Acc:HGNC:4023]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"DNAJC19","ENSG00000205981","DNAJC19","DnaJ heat shock protein family (Hsp40) member C19 [Source:HGNC Symbol;Acc:HGNC:30528]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ATP11B","ENSG00000058063","ATP11B","ATPase phospholipid transporting 11B (putative) [Source:HGNC Symbol;Acc:HGNC:13553]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"DCUN1D1","ENSG00000043093","DCUN1D1","defective in cullin neddylation 1 domain containing 1 [Source:HGNC Symbol;Acc:HGNC:18184]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MCCC1","ENSG00000078070","MCCC1","methylcrotonyl-CoA carboxylase subunit 1 [Source:HGNC Symbol;Acc:HGNC:6936]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ACAD9","ENSG00000177646","ACAD9","acyl-CoA dehydrogenase family member 9 [Source:HGNC Symbol;Acc:HGNC:21497]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"D3ERTD254E","None","None","None",""
"ANXA5","ENSG00000164111","ANXA5","annexin A5 [Source:HGNC Symbol;Acc:HGNC:543]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"EXOSC9","ENSG00000123737","EXOSC9","exosome component 9 [Source:HGNC Symbol;Acc:HGNC:9137]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CCNA2","ENSG00000145386","CCNA2","cyclin A2 [Source:HGNC Symbol;Acc:HGNC:1578]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"4932438A13RIK","None","None","None",""
"IL2","ENSG00000109471","IL2","interleukin 2 [Source:HGNC Symbol;Acc:HGNC:6001]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CETN4","None","None","None",""
"BBS12","ENSG00000181004","BBS12","Bardet-Biedl syndrome 12 [Source:HGNC Symbol;Acc:HGNC:26648]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"NUDT6","ENSG00000170917","NUDT6","nudix hydrolase 6 [Source:HGNC Symbol;Acc:HGNC:8053]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SPATA5","ENSG00000145375","SPATA5","spermatogenesis associated 5 [Source:HGNC Symbol;Acc:HGNC:18119]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"GM5148","None","None","None",""
"ANKRD50","ENSG00000151458","ANKRD50","ankyrin repeat domain containing 50 [Source:HGNC Symbol;Acc:HGNC:29223]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"HSPA4L","ENSG00000164070","HSPA4L","heat shock protein family A (Hsp70) member 4 like [Source:HGNC Symbol;Acc:HGNC:17041]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PLK4","ENSG00000142731","PLK4","polo like kinase 4 [Source:HGNC Symbol;Acc:HGNC:11397]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MFSD8","ENSG00000164073","MFSD8","major facilitator superfamily domain containing 8 [Source:HGNC Symbol;Acc:HGNC:28486]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ABHD18","ENSG00000164074","ABHD18","abhydrolase domain containing 18 [Source:HGNC Symbol;Acc:HGNC:26111]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"LARP1B","ENSG00000138709","LARP1B","La ribonucleoprotein 1B [Source:HGNC Symbol;Acc:HGNC:24704]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PGRMC2","ENSG00000164040","PGRMC2","progesterone receptor membrane component 2 [Source:HGNC Symbol;Acc:HGNC:16089]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"JADE1","ENSG00000077684","JADE1","jade family PHD finger 1 [Source:HGNC Symbol;Acc:HGNC:30027]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SCLT1","ENSG00000151466","SCLT1","sodium channel and clathrin linker 1 [Source:HGNC Symbol;Acc:HGNC:26406]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"D3ERTD751E","None","None","None",""
"NOCT","ENSG00000151014","NOCT","nocturnin [Source:HGNC Symbol;Acc:HGNC:14254]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ELF2","ENSG00000109381","ELF2","E74 like ETS transcription factor 2 [Source:HGNC Symbol;Acc:HGNC:3317]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"NDUFC1","ENSG00000109390","NDUFC1","NADH:ubiquinone oxidoreductase subunit C1 [Source:HGNC Symbol;Acc:HGNC:7705]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
